Quote ID,Property ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status
47886,10540,Plumbing,2551.33,2023-10-22,Lindseychester,2 days,2025-09-05,Pending
47887,9829,Interior Painting,1345.35,2024-06-26,Amberville,6 days,2025-07-20,Expired
47888,30234,Plumbing,3684.41,2024-05-03,South Alexandria,1 days,2025-08-24,Closed
47889,1060,Plumbing,1742.9,2024-08-26,Lake James,3 days,2025-02-04,Expired
47890,9899,Electrical Work,4095.28,2023-10-19,Johnbury,3 days,2024-10-11,Closed
47891,816,Plumbing,775.53,2024-03-21,Port Nicole,1 days,2025-04-20,Pending
47892,28899,Plumbing,1108.15,2024-04-03,North Melissafurt,1 days,2025-08-25,Closed
47893,20418,Roof Repair,3080.5,2024-02-09,Lake Elizabethview,2 days,2025-01-17,Expired
47894,33747,Electrical Work,3005.73,2024-06-28,Patelmouth,2 days,2025-08-19,Converted
47895,41718,Plumbing,1038.47,2023-10-25,East Pamelahaven,4 days,2025-03-13,Expired
47896,26383,Plumbing,2557.36,2023-10-23,Port Matthewbury,3 days,2024-12-14,Pending
47897,12235,Roof Repair,1152.38,2023-10-02,North Taraport,4 days,2024-10-24,Closed
47898,6255,Electrical Work,4515.44,2024-03-09,Lake Cliffordside,6 days,2025-04-12,Expired
47899,4045,Electrical Work,1448.58,2024-01-03,East Michaelbury,2 days,2024-12-18,Pending
47900,8348,Electrical Work,2231.25,2023-12-10,Danielleport,6 days,2025-06-04,Closed
47901,33010,Electrical Work,4846.02,2024-03-14,Jacobsberg,6 days,2025-04-10,Converted
47902,25739,Interior Painting,4553.88,2024-08-31,Johnsonport,2 days,2025-03-26,Closed
47903,20030,HVAC Installation,1922.12,2024-05-26,West Danielview,3 days,2025-04-05,Converted
47904,49344,Roof Repair,750.48,2024-03-31,Thompsonland,4 days,2024-10-29,Expired
47905,1654,Plumbing,3108.89,2023-10-19,Schneiderhaven,1 days,2024-09-16,Converted
47906,47283,HVAC Installation,4760.63,2024-02-03,Greenmouth,5 days,2025-03-30,Closed
47907,4362,Electrical Work,833.38,2024-08-07,Christinaside,1 days,2025-06-11,Converted
47908,24382,Plumbing,737.06,2024-08-02,New Michele,1 days,2024-11-05,Converted
47909,20259,Roof Repair,4748.61,2024-04-15,East Cynthiamouth,3 days,2025-04-01,Expired
47910,32198,Interior Painting,1254.72,2023-11-21,South Melissa,5 days,2025-07-21,Converted
47911,43744,HVAC Installation,2663.91,2024-01-30,South Jorgeshire,1 days,2025-02-03,Pending
47912,23058,HVAC Installation,4091.14,2024-02-16,South Christopherburgh,4 days,2025-01-29,Closed
47913,23621,HVAC Installation,4841.4,2024-05-13,East Brendafurt,3 days,2025-06-17,Converted
47914,11487,Electrical Work,2393.41,2024-01-24,Anthonymouth,2 days,2025-05-29,Closed
47915,31206,Electrical Work,1619.93,2023-10-27,Stephaniemouth,7 days,2024-12-18,Closed
47916,27136,HVAC Installation,3427.72,2023-09-21,East Dakota,7 days,2024-12-09,Closed
47917,12342,Electrical Work,3666.73,2024-04-09,North Jacob,1 days,2025-06-28,Expired
47918,10071,Plumbing,1132.22,2024-05-24,East Darrenstad,6 days,2025-02-10,Pending
47919,39560,Electrical Work,2579.36,2023-11-02,West Garrett,5 days,2024-11-17,Pending
47920,49405,Electrical Work,1268.01,2024-05-03,Karenport,1 days,2025-08-21,Expired
47921,2294,Interior Painting,4694.13,2023-10-13,Matthewfort,2 days,2025-06-08,Closed
47922,19000,Plumbing,3396.01,2024-05-21,Danielport,2 days,2025-04-01,Pending
47923,19090,Electrical Work,1184.38,2023-10-28,Nancyland,7 days,2024-11-18,Closed
47924,9162,Plumbing,4236.33,2024-02-18,North James,7 days,2025-04-04,Closed
47925,9988,Roof Repair,3974.72,2024-01-08,Latashastad,4 days,2025-07-08,Converted
47926,13733,Electrical Work,1077.51,2024-01-21,Masonshire,5 days,2025-06-11,Closed
47927,46087,Plumbing,2442.04,2023-12-23,Lake Jenniferside,3 days,2025-04-09,Closed
47928,35018,Roof Repair,2268.01,2024-07-31,Franklinshire,6 days,2025-02-05,Pending
47929,18585,HVAC Installation,3931.82,2024-07-07,Theresabury,2 days,2024-12-14,Closed
47930,17971,Interior Painting,2316.35,2024-02-04,Lake Derekmouth,2 days,2025-03-31,Converted
47931,23182,Roof Repair,2046.32,2023-11-01,Adamside,3 days,2025-08-12,Expired
47932,35534,Plumbing,1879.51,2024-03-10,New Luke,7 days,2025-08-11,Converted
47933,25445,Roof Repair,4159.83,2024-04-06,Port Patrick,2 days,2025-08-27,Converted
47934,44005,Electrical Work,4721.25,2024-06-01,Clarkfort,7 days,2024-10-24,Closed
47935,44034,Plumbing,2795.55,2024-05-18,Williestad,4 days,2025-08-13,Converted
47936,12163,Plumbing,4342.22,2024-02-05,Norrisport,3 days,2025-07-07,Pending
47937,19414,Interior Painting,4767.88,2023-12-23,Lake Aaron,1 days,2025-01-24,Expired
47938,16215,Plumbing,4729.0,2024-08-06,Goldenville,2 days,2025-07-25,Closed
47939,1619,Electrical Work,1598.42,2023-12-11,New Vickiestad,6 days,2025-08-16,Pending
47940,32055,Roof Repair,2231.78,2024-05-13,Port Nathanmouth,5 days,2024-12-28,Pending
47941,37264,Interior Painting,3133.45,2023-12-21,Nancyberg,5 days,2025-02-19,Expired
47942,10822,Roof Repair,1937.31,2024-01-21,North Alexandra,5 days,2024-10-21,Pending
47943,9341,Electrical Work,646.0,2024-08-01,West Amandaview,5 days,2025-02-10,Closed
47944,26140,Plumbing,3431.61,2023-10-27,East Nicholasport,1 days,2025-05-13,Converted
47945,38564,Electrical Work,1285.46,2023-09-17,Longmouth,1 days,2024-10-23,Pending
47946,22618,HVAC Installation,1918.26,2023-11-04,New Patricia,1 days,2024-11-26,Pending
47947,194,Interior Painting,1349.93,2023-10-20,Scottburgh,4 days,2025-07-24,Converted
47948,27122,HVAC Installation,4565.7,2024-05-21,Wrightborough,2 days,2025-08-28,Expired
47949,48276,Interior Painting,1907.81,2023-10-24,Pattersonville,7 days,2024-12-05,Pending
47950,2089,Roof Repair,2358.8,2023-10-11,Simmonsbury,5 days,2025-04-01,Pending
47951,15749,Plumbing,2279.56,2023-12-10,South Barryview,2 days,2025-01-17,Closed
47952,21804,Electrical Work,4127.54,2024-04-23,Lake Richardmouth,1 days,2025-06-21,Expired
47953,2247,Plumbing,3741.43,2023-12-17,South Victoriahaven,6 days,2024-12-09,Closed
47954,8260,Roof Repair,764.69,2023-12-27,Ricardofort,4 days,2025-08-31,Closed
47955,22188,Roof Repair,743.67,2024-04-16,South Jacobport,2 days,2025-01-27,Converted
47956,33619,Electrical Work,3452.71,2023-11-14,Lake Mark,6 days,2025-03-04,Expired
47957,10890,Roof Repair,4290.33,2024-01-08,East Craig,3 days,2025-06-07,Converted
47958,7323,Roof Repair,1378.44,2024-02-19,Thomashaven,3 days,2025-03-15,Closed
47959,25487,Roof Repair,3085.47,2023-11-30,Lake Leslie,4 days,2024-10-15,Expired
47960,37276,Interior Painting,4937.5,2024-06-08,Stevenport,4 days,2024-12-30,Converted
47961,42439,Interior Painting,4574.15,2023-10-20,New Seanton,1 days,2025-04-05,Pending
47962,35775,Electrical Work,4423.62,2024-06-10,Kaufmanview,6 days,2024-12-01,Expired
47963,37403,Roof Repair,4130.17,2023-10-04,Lake Amandaburgh,5 days,2024-11-26,Expired
47964,32199,Interior Painting,1936.15,2023-12-03,East Michael,7 days,2025-08-14,Closed
47965,49719,HVAC Installation,3102.04,2024-02-10,Onealburgh,2 days,2024-11-09,Converted
47966,18925,Roof Repair,3593.53,2024-02-08,East Alexandershire,3 days,2025-02-19,Expired
47967,16906,Electrical Work,2665.49,2024-03-07,Lake Sarahberg,4 days,2024-11-25,Expired
47968,43534,Electrical Work,2638.53,2023-11-05,Leblancfort,2 days,2024-09-19,Converted
47969,12935,Interior Painting,2228.33,2023-12-16,North Stephen,6 days,2024-12-09,Expired
47970,40775,HVAC Installation,4567.22,2024-07-16,Clarkfurt,4 days,2025-04-07,Converted
47971,37868,Roof Repair,3887.46,2024-08-10,Melendezhaven,4 days,2024-10-01,Expired
47972,26140,Interior Painting,590.02,2024-07-28,Yorkview,7 days,2024-09-28,Converted
47973,48519,Electrical Work,1395.89,2023-09-22,North Cindy,2 days,2024-12-23,Converted
47974,34757,Plumbing,2389.81,2024-09-02,Jonesmouth,7 days,2025-05-20,Pending
47975,957,Plumbing,1922.6,2024-04-18,New Traceyland,2 days,2025-05-15,Converted
47976,41656,Electrical Work,3413.63,2024-08-14,Barrettberg,1 days,2025-05-26,Expired
47977,32258,Electrical Work,1655.51,2024-02-05,Nicholshaven,5 days,2025-03-14,Converted
47978,25889,Plumbing,4556.96,2024-06-04,East David,5 days,2025-05-09,Converted
47979,34687,Interior Painting,787.66,2024-05-20,Jaredchester,2 days,2025-02-27,Converted
47980,1382,Electrical Work,4299.8,2024-06-02,Copelandview,2 days,2024-11-13,Closed
47981,14715,Plumbing,3439.01,2023-09-17,North Edwinfurt,5 days,2024-10-21,Expired
47982,20573,Roof Repair,4231.15,2024-07-09,New Margaret,3 days,2025-07-08,Closed
47983,22606,Electrical Work,1692.55,2024-02-11,North Tammy,7 days,2025-08-08,Expired
47984,15608,Roof Repair,2401.85,2023-10-28,Brownmouth,3 days,2025-04-27,Pending
47985,47179,HVAC Installation,2542.92,2024-05-28,South Gabrielchester,6 days,2024-11-15,Pending
47986,15767,Interior Painting,1644.79,2024-04-16,New Roberttown,2 days,2024-12-09,Expired
47987,2581,Roof Repair,3075.73,2024-08-01,South Kevin,7 days,2024-11-15,Closed
47988,5850,Electrical Work,4939.46,2024-02-19,Christineville,5 days,2025-05-11,Converted
47989,26062,Electrical Work,4979.48,2023-12-05,Justinville,6 days,2025-08-18,Closed
47990,34897,HVAC Installation,2203.67,2024-03-25,North Alexanderview,1 days,2024-10-23,Pending
47991,33744,Electrical Work,1995.14,2023-12-31,Crystalville,3 days,2025-08-11,Expired
47992,8233,Electrical Work,3200.81,2024-01-18,South Lesliemouth,5 days,2025-03-17,Pending
47993,28519,Roof Repair,3914.23,2024-04-30,Millsside,6 days,2024-10-05,Converted
47994,19399,Interior Painting,2882.47,2024-01-29,Port Brianmouth,4 days,2024-11-21,Pending
47995,22162,Plumbing,1868.89,2023-12-01,West Troyland,4 days,2024-11-01,Pending
47996,7157,Roof Repair,1917.67,2024-01-28,Lake Andrewshire,7 days,2025-03-09,Expired
47997,8203,HVAC Installation,3822.19,2024-06-12,Port Danielle,7 days,2025-06-17,Converted
47998,22276,Plumbing,772.93,2024-04-04,New Patricia,4 days,2025-05-30,Pending
47999,31276,Interior Painting,2260.58,2024-09-06,Scottside,7 days,2025-05-31,Expired
48000,33066,Interior Painting,1018.83,2024-09-08,Riveramouth,1 days,2025-07-01,Closed
48001,17709,Plumbing,4825.28,2023-12-05,West Nicole,1 days,2025-04-25,Closed
48002,43895,Interior Painting,2811.32,2024-02-21,New Jeanneton,7 days,2025-05-22,Converted
48003,10140,Electrical Work,4605.64,2023-12-17,Hoodshire,1 days,2025-06-20,Closed
48004,26943,Plumbing,1901.77,2023-12-04,Erikland,1 days,2024-10-31,Pending
48005,38915,Plumbing,2821.0,2023-10-28,South Margaret,5 days,2024-12-19,Pending
48006,42758,HVAC Installation,881.14,2023-10-07,South Karenland,7 days,2025-08-02,Closed
48007,42970,Electrical Work,3436.74,2024-03-20,Carmenland,7 days,2025-01-18,Closed
48008,32014,Plumbing,760.15,2023-10-09,New Michellefurt,4 days,2024-10-16,Closed
48009,32016,HVAC Installation,4699.87,2024-05-05,Port Reginaberg,2 days,2024-09-27,Expired
48010,48452,Plumbing,2590.78,2024-08-29,Port Dorothy,6 days,2025-01-11,Expired
48011,30732,Roof Repair,4184.58,2024-06-08,Jodystad,2 days,2025-06-03,Expired
48012,26641,Interior Painting,965.71,2023-10-24,New Robertchester,2 days,2024-11-03,Converted
48013,8460,Interior Painting,4608.78,2023-11-12,North Gabrielle,5 days,2025-01-03,Expired
48014,2118,Interior Painting,3770.03,2024-08-24,Spearsburgh,4 days,2025-04-28,Expired
48015,11210,Roof Repair,3455.95,2024-06-10,Rodriguezview,3 days,2025-07-25,Converted
48016,46129,Roof Repair,909.85,2024-04-12,Stephaniestad,4 days,2025-04-18,Closed
48017,38329,HVAC Installation,3386.58,2024-03-05,South Erica,1 days,2025-08-06,Pending
48018,36298,HVAC Installation,3687.79,2024-04-17,Port Robinview,5 days,2025-04-04,Expired
48019,3177,Plumbing,2782.81,2024-03-19,Robinsonberg,3 days,2025-08-25,Converted
48020,18733,Roof Repair,2080.2,2024-09-02,Kochbury,1 days,2025-04-03,Pending
48021,36434,Roof Repair,737.45,2024-03-06,Orrshire,7 days,2024-09-19,Pending
48022,41082,Roof Repair,1089.47,2023-11-16,North Jessicaberg,4 days,2025-04-10,Pending
48023,33093,Plumbing,2162.87,2024-07-13,Mariastad,5 days,2025-02-10,Closed
48024,44736,Interior Painting,4247.29,2024-09-09,North Noahfurt,7 days,2025-06-24,Closed
48025,32635,HVAC Installation,4768.59,2024-05-03,Brandiborough,5 days,2025-02-14,Expired
48026,7672,Roof Repair,1160.67,2024-04-25,West Crystalville,2 days,2025-04-28,Expired
48027,39471,HVAC Installation,3281.47,2024-01-29,Vargasmouth,6 days,2025-08-25,Converted
48028,2105,Roof Repair,3004.09,2024-02-05,Kylebury,2 days,2025-01-09,Pending
48029,42266,Roof Repair,4773.73,2023-12-19,Rosalesbury,3 days,2025-05-12,Pending
48030,28542,Interior Painting,4657.16,2024-04-07,Brownfurt,5 days,2025-07-17,Closed
48031,27895,HVAC Installation,3554.1,2024-06-24,Amyhaven,4 days,2025-06-23,Converted
48032,11269,HVAC Installation,1102.22,2024-08-09,Chambersfort,5 days,2025-01-16,Converted
48033,16066,Interior Painting,3561.93,2023-10-22,South Nicholas,6 days,2025-02-05,Pending
48034,25658,Interior Painting,1279.02,2024-06-17,South Tony,1 days,2025-03-16,Expired
48035,7835,HVAC Installation,3182.48,2024-06-23,Ronaldview,4 days,2025-02-02,Expired
48036,10665,Interior Painting,1514.25,2024-07-10,Jessicabury,7 days,2025-03-14,Expired
48037,30123,Interior Painting,1423.5,2023-12-03,Lake Natashachester,2 days,2025-05-24,Converted
48038,40287,Electrical Work,3295.91,2024-02-16,Murrayport,3 days,2025-09-06,Converted
48039,15708,HVAC Installation,2194.61,2024-07-22,Millerport,7 days,2024-11-13,Pending
48040,37188,Interior Painting,4984.21,2024-08-12,South Danielstad,1 days,2025-03-16,Closed
48041,29673,HVAC Installation,4125.08,2023-10-07,West Peter,6 days,2024-11-25,Closed
48042,33695,HVAC Installation,1853.04,2024-01-10,West Nathanside,7 days,2024-11-03,Converted
48043,1224,Electrical Work,4428.87,2024-03-29,Danielleborough,1 days,2025-07-28,Pending
48044,28810,Plumbing,2613.2,2023-12-05,Millerburgh,3 days,2025-08-11,Converted
48045,27035,Interior Painting,2671.6,2024-07-06,South Douglasmouth,4 days,2025-01-14,Converted
48046,11451,Plumbing,4796.23,2024-07-21,North Nicholas,3 days,2025-01-28,Pending
48047,9686,Interior Painting,3175.19,2023-10-26,East Juliemouth,4 days,2025-07-02,Expired
48048,43735,Electrical Work,861.55,2024-08-04,Brownland,2 days,2025-07-31,Converted
48049,1183,Plumbing,3912.57,2024-09-05,West Kevin,3 days,2025-05-18,Converted
48050,34152,Roof Repair,4676.44,2023-12-13,Georgeburgh,2 days,2025-03-14,Pending
48051,11103,HVAC Installation,4642.27,2024-05-09,West Johnberg,1 days,2025-01-11,Pending
48052,5293,Plumbing,2803.81,2024-01-22,West Michael,6 days,2024-12-02,Expired
48053,23265,Roof Repair,1819.95,2024-09-04,Paulland,5 days,2025-07-27,Converted
48054,36135,HVAC Installation,2008.27,2023-11-05,North Annview,4 days,2025-01-17,Closed
48055,44246,Electrical Work,4117.97,2023-12-04,Elizabethmouth,7 days,2025-08-18,Closed
48056,6620,Electrical Work,2029.18,2024-01-23,West Tiffanybury,2 days,2025-05-25,Closed
48057,16215,Roof Repair,2879.91,2024-06-24,South Yvonnetown,1 days,2024-12-05,Pending
48058,24117,Roof Repair,4398.93,2024-04-15,New Lynnville,4 days,2025-06-27,Pending
48059,10072,Roof Repair,3038.46,2024-07-15,Kaitlynfurt,4 days,2025-08-21,Converted
48060,6475,HVAC Installation,4109.0,2023-10-18,North James,7 days,2025-02-19,Closed
48061,14289,Electrical Work,1341.68,2024-05-19,New Amanda,7 days,2025-05-13,Pending
48062,5987,Electrical Work,1572.98,2023-12-13,Alexistown,1 days,2024-10-01,Converted
48063,45647,Plumbing,4213.88,2024-02-12,Sabrinabury,6 days,2025-09-09,Closed
48064,2526,Roof Repair,4642.97,2024-07-30,Lake Kendramouth,5 days,2024-10-20,Expired
48065,37935,Interior Painting,1332.16,2024-07-03,Randallborough,2 days,2025-03-03,Converted
48066,21770,Electrical Work,2341.8,2024-03-13,Thompsonborough,7 days,2025-02-06,Expired
48067,34172,Electrical Work,2599.6,2024-05-24,West Stephanie,4 days,2025-03-21,Converted
48068,3015,Interior Painting,576.58,2024-06-07,Stevenstad,3 days,2025-05-11,Expired
48069,44084,Electrical Work,2065.05,2024-07-14,South Victorview,1 days,2024-10-07,Pending
48070,23628,Roof Repair,4610.5,2024-03-14,South Justinstad,3 days,2024-10-05,Expired
48071,12937,Interior Painting,1707.59,2023-12-27,South Ann,7 days,2025-08-27,Closed
48072,283,Plumbing,2902.74,2023-10-06,Cynthiafurt,6 days,2025-04-05,Converted
48073,21193,Electrical Work,3822.98,2023-12-20,West Ashlee,2 days,2025-06-29,Converted
48074,7809,Plumbing,3585.13,2023-12-20,South Alice,3 days,2025-08-24,Closed
48075,11905,Electrical Work,1436.38,2024-06-01,New Frankfort,2 days,2025-01-10,Expired
48076,3684,Interior Painting,1955.08,2024-08-11,Faithside,1 days,2024-11-25,Pending
48077,2700,Interior Painting,1775.61,2023-11-17,Lake Dustinmouth,2 days,2025-01-22,Closed
48078,19913,Interior Painting,3836.76,2024-06-17,New Michelleburgh,4 days,2025-01-24,Expired
48079,33104,Interior Painting,1856.45,2024-04-16,Nicoleside,4 days,2024-12-24,Closed
48080,37931,Roof Repair,3606.48,2024-06-27,New Jared,7 days,2024-12-06,Pending
48081,25140,Roof Repair,591.57,2023-12-10,South Davidport,3 days,2025-06-08,Expired
48082,47508,Roof Repair,2406.84,2024-05-18,South Ryanstad,6 days,2025-08-31,Expired
48083,34972,Interior Painting,4060.59,2023-11-15,Port Anthonytown,7 days,2024-10-24,Closed
48084,30846,Roof Repair,2018.73,2024-03-17,Garrettmouth,7 days,2025-09-15,Pending
48085,1855,Electrical Work,2644.85,2024-05-06,Daniellemouth,4 days,2025-01-07,Pending
48086,36503,Interior Painting,1588.66,2024-07-24,Port Kristinton,7 days,2024-09-27,Pending
48087,33844,Electrical Work,4044.49,2024-04-05,Lamview,5 days,2024-11-04,Pending
48088,21874,Interior Painting,2492.64,2024-05-20,New Brian,4 days,2025-07-20,Converted
48089,16715,Interior Painting,4759.08,2024-07-29,East Amandaside,4 days,2025-03-29,Pending
48090,2864,Interior Painting,2847.98,2023-10-18,South Jeffrey,1 days,2025-07-16,Converted
48091,14658,Plumbing,3646.41,2024-04-14,New Mary,6 days,2025-05-31,Expired
48092,3266,HVAC Installation,3342.58,2024-03-03,Robertport,1 days,2025-06-13,Expired
48093,18164,Electrical Work,3925.74,2024-09-02,Brownland,6 days,2025-03-19,Converted
48094,8778,Roof Repair,3912.67,2024-04-08,Josephtown,3 days,2025-06-27,Converted
48095,19384,Interior Painting,3291.86,2024-01-20,New Tyroneside,2 days,2025-06-08,Closed
48096,22157,Interior Painting,3984.42,2024-05-03,North Thomasland,3 days,2025-03-18,Pending
48097,17968,Interior Painting,4131.1,2023-11-11,Robertaport,7 days,2025-03-22,Closed
48098,13094,Roof Repair,3064.57,2023-11-20,Benitezberg,1 days,2024-11-22,Converted
48099,11745,Plumbing,2284.95,2024-06-18,Jamesberg,2 days,2025-05-23,Pending
48100,6751,Plumbing,2272.68,2023-10-12,Stephanieside,3 days,2025-03-14,Expired
48101,33714,Interior Painting,2788.33,2024-03-17,West Samuel,6 days,2025-08-02,Pending
48102,47882,Plumbing,2673.39,2024-02-26,Woodsview,3 days,2025-06-26,Closed
48103,29530,Plumbing,1105.88,2024-01-22,Stevemouth,5 days,2025-07-22,Converted
48104,49639,HVAC Installation,4745.9,2024-05-03,Davisshire,1 days,2025-03-26,Converted
48105,30273,Roof Repair,3184.72,2024-08-18,Lake Michael,5 days,2025-04-17,Expired
48106,17572,Electrical Work,1805.82,2024-09-12,Lake Heather,4 days,2025-03-15,Converted
48107,20579,Electrical Work,1028.76,2024-07-17,Espinozafort,6 days,2024-12-15,Converted
48108,29372,Electrical Work,2882.27,2024-09-07,Port Kaylabury,3 days,2025-09-10,Converted
48109,16594,Plumbing,3671.77,2023-11-14,New Charles,6 days,2025-02-02,Pending
48110,34478,Roof Repair,2123.78,2024-02-25,Lake Sharonland,1 days,2024-11-17,Pending
48111,46551,Roof Repair,4794.2,2023-09-28,Port Susanshire,5 days,2025-07-02,Converted
48112,44248,Interior Painting,1585.79,2023-12-22,West Jonathantown,3 days,2025-05-20,Expired
48113,14361,Roof Repair,2183.35,2024-05-11,Tonyafort,7 days,2025-07-05,Closed
48114,28950,HVAC Installation,630.98,2024-09-15,Copelandfurt,6 days,2025-07-11,Converted
48115,34046,Plumbing,1207.07,2024-06-21,Tonyport,1 days,2025-03-22,Expired
48116,21812,Plumbing,1838.31,2024-04-15,Palmerchester,3 days,2025-06-19,Pending
48117,46774,HVAC Installation,4987.84,2023-12-18,Audreyburgh,2 days,2025-07-27,Expired
48118,26040,Plumbing,4576.79,2024-03-25,Riveramouth,6 days,2024-10-30,Closed
48119,35990,Roof Repair,1046.47,2024-04-06,Nelsonchester,7 days,2025-04-19,Closed
