Company ID,Company Name,Service Areas,Pricing Models,Competitor Pricing,Service Offerings,Client Feedback and Ratings
34257,Kelley-Williamson,Coryton,Project-based,Lower,Electrical,3.0
34258,Vaughn-Farmer,Clarkberg,Subscription,Higher,"Electrical, HVAC",4.7
34259,Harris LLC,Chavezport,Flat Rate,Higher,"HVAC, Electrical",3.8
34260,Willis LLC,Port Anthonyside,Project-based,Higher,"Renovation, Cleaning, Roofing, Electrical",4.3
34261,Dennis Inc,Port Alicia,Hourly Rate,Higher,"Renovation, Painting, Plumbing, HVAC, Electrical",4.2
34262,"Harris, Brown and Clark","Ramosmouth, North William, Lake Michaelborough",Flat Rate,Lower,"HVAC, Renovation",3.1
34263,Powell LLC,"South Robert, West Shawnton",Project-based,Competitive,"HVAC, Painting, Maintenance, Roofing",4.6
34264,Johnson-Woods,North Jeffreyburgh,Subscription,Lower,"Renovation, Plumbing",4.6
34265,"Porter, Wyatt and Estrada","New Timothy, Port Autumnview",Subscription,Competitive,"Electrical, Painting",3.9
34266,"Russell, Caldwell and Moses",North Kimberlyfort,Project-based,Higher,"Painting, HVAC, Maintenance",4.1
34267,Banks-Martinez,"South Betty, South Samuelfort",Project-based,Lower,"Plumbing, Cleaning, Roofing",4.2
34268,Aguirre Group,"East Laurafort, Heidiside, Ortegaport",Project-based,Competitive,"Roofing, Plumbing",3.0
34269,Carter-Cox,West Territon,Project-based,Competitive,"Electrical, Maintenance",3.8
34270,Nguyen-Wise,Maryview,Project-based,Competitive,Cleaning,3.7
34271,Wu-Smith,"Matthewshire, Smithton",Subscription,Lower,"Electrical, HVAC, Renovation, Maintenance, Painting",4.9
34272,Lopez Ltd,"Lake Austinberg, South Christopher",Subscription,Higher,Electrical,4.3
34273,Carpenter Group,Port Lynn,Project-based,Competitive,"Electrical, Roofing, Renovation, Painting, Maintenance",5.0
34274,Sanders-Morgan,"Andreaberg, Bakerside, Jerryport",Subscription,Higher,"Renovation, Painting, Plumbing, Cleaning, HVAC",4.2
34275,Kennedy-Wise,"Michelleville, New Ronald, Emilyville",Subscription,Higher,"Plumbing, Electrical, Roofing, Maintenance, Cleaning",4.9
34276,Mendez Ltd,Sarahland,Hourly Rate,Competitive,"Painting, Roofing, Cleaning",3.5
34277,Brown Group,"West Anna, New Justin, Yvonnemouth",Hourly Rate,Competitive,HVAC,4.4
34278,Brown PLC,Davidfort,Hourly Rate,Competitive,"HVAC, Cleaning, Renovation, Roofing",4.8
34279,"Ryan, Walker and Dean","Fowlerchester, New Hailey",Subscription,Lower,"Plumbing, Roofing, Cleaning",4.5
34280,Wood-Carter,Davidmouth,Project-based,Lower,"Renovation, Maintenance",4.3
34281,Williams-Hansen,South Jasonton,Subscription,Competitive,"HVAC, Renovation, Cleaning",5.0
34282,"Hall, Lee and Mccall","Mollychester, Elizabethtown, Montoyabury",Project-based,Lower,"Maintenance, Electrical, Painting, Roofing, Renovation",3.8
34283,"Reyes, Hopkins and Weber","Michaelview, North Tammyburgh, North Patriciafort",Hourly Rate,Higher,"Maintenance, Painting, Cleaning, Renovation, Electrical",4.8
34284,"Gonzalez, Cox and Lopez","Jenniferborough, Martinview",Hourly Rate,Competitive,"Painting, Roofing, Renovation",3.5
34285,Hale-White,"Patrickview, North Samanthaland",Hourly Rate,Competitive,"HVAC, Plumbing, Painting, Cleaning",3.6
34286,"Anderson, Rodriguez and Acosta","Moraside, Lake Bridget, Barbarafort",Flat Rate,Lower,"Maintenance, HVAC",3.1
34287,Daniels LLC,"New Brendatown, Keymouth",Hourly Rate,Lower,Plumbing,3.9
34288,Holloway Inc,"Jeffreychester, West Brooke, West Bridgetton",Subscription,Competitive,"Electrical, Maintenance, Roofing, Plumbing, Cleaning",3.4
34289,Avila PLC,Thomasburgh,Project-based,Higher,"Maintenance, Painting, Cleaning, Plumbing",3.9
34290,Byrd-Ayers,"Lauratown, New Mary, Port Cynthia",Hourly Rate,Lower,Electrical,4.5
34291,"Castillo, Miles and Chen","South Ericachester, Josephland",Project-based,Competitive,"Maintenance, Renovation",4.7
34292,"Carter, Scott and Barrera","Loriport, Larryfurt",Project-based,Lower,"HVAC, Cleaning, Painting",3.2
34293,Armstrong-Martin,"East William, Donaldport",Subscription,Higher,"Renovation, Cleaning, Painting, HVAC, Maintenance",5.0
34294,Simpson-Davis,"Port Jeremybury, Andrestad, Bennettchester",Project-based,Higher,"Plumbing, Renovation, Cleaning",4.9
34295,"Green, Moreno and Le","Port Andrewberg, South Briana",Flat Rate,Higher,"HVAC, Painting",4.0
34296,Blevins PLC,"South Alexanderhaven, South Johnmouth",Hourly Rate,Higher,"Cleaning, Renovation, Roofing",3.6
34297,"Sutton, Haley and Anderson","West Destinymouth, Lindashire",Hourly Rate,Higher,"Plumbing, Cleaning",3.5
34298,Miller LLC,Port Rebecca,Flat Rate,Competitive,"Cleaning, Roofing, Painting, Renovation",3.1
34299,Hall Ltd,Carrchester,Hourly Rate,Lower,"Painting, Plumbing",3.4
34300,"Johnson, Johnson and Anderson","East Carolville, East Jennifertown",Project-based,Higher,"Roofing, Plumbing, HVAC",4.4
34301,Clark Inc,Lake Joseph,Project-based,Lower,"Electrical, Cleaning, Maintenance",3.2
34302,Griffin-Allison,"Brianbury, Lake Stephen, North Nancyhaven",Hourly Rate,Lower,"Cleaning, Painting, Electrical, Roofing, HVAC",3.5
34303,Phillips and Sons,"Port Chloestad, Martinezbury",Flat Rate,Lower,"Cleaning, Electrical",4.8
34304,Williams Ltd,"Coreyview, Michaelchester, East Juliefurt",Flat Rate,Higher,"Painting, Electrical, Maintenance, Cleaning",4.6
34305,"Pierce, Molina and Mendez","Banksburgh, Staceymouth, East Paul",Subscription,Competitive,Maintenance,4.6
34306,"Colon, Richardson and Flores",Cathyside,Subscription,Lower,"Cleaning, Renovation, Roofing, Plumbing",3.5
34307,"Boyer, Huynh and Smith",Durhambury,Flat Rate,Higher,"Renovation, Roofing, Maintenance, Painting, HVAC",4.0
34308,"Wiggins, Chambers and Douglas",Parrishton,Flat Rate,Competitive,"Renovation, Roofing, Painting",3.0
34309,Gardner LLC,"South Holly, Nicholsport",Subscription,Lower,"Painting, Electrical",3.2
34310,Solis Inc,"New Justinhaven, Bowersmouth, West Aliciaview",Subscription,Competitive,Maintenance,4.8
34311,"Willis, Tyler and Cook","Jamesville, Mcleanville",Subscription,Higher,"Roofing, Maintenance, Plumbing, Electrical",4.0
34312,"Scott, Garcia and Torres","Port Jillfort, Tamaraburgh",Subscription,Higher,"Maintenance, Plumbing",4.6
34313,"Cox, Scott and Frye","Melissastad, Amandaside, North Jack",Flat Rate,Competitive,"Renovation, HVAC",3.7
34314,"Andrews, Miller and Riddle",Ashleyview,Project-based,Higher,Cleaning,3.1
34315,Carter-Glover,East Mariomouth,Subscription,Competitive,"Renovation, Maintenance, Roofing, HVAC, Cleaning",3.5
34316,Wright-Lamb,"West Kenneth, New Natalie",Hourly Rate,Competitive,"Cleaning, Maintenance, Roofing, Painting",4.8
34317,Dean LLC,"Raymondside, Lake Jonathanchester",Project-based,Competitive,"Plumbing, HVAC, Maintenance, Electrical",4.0
34318,Mckinney-Avila,"Parrishshire, West Laurie, South Jessicahaven",Project-based,Higher,"Painting, Plumbing, HVAC",3.2
34319,"Abbott, Vasquez and Watts",Newtonville,Hourly Rate,Lower,"Plumbing, Painting",3.7
34320,Hill-Lane,"Carrhaven, East Mitchell",Project-based,Lower,"Plumbing, Cleaning, Renovation, Painting, Maintenance",3.5
34321,"Morrow, Shelton and Olson",West Joseph,Hourly Rate,Lower,"Renovation, Cleaning",3.4
34322,Parrish Group,"East Vanessafurt, Port Jessemouth, Port Meredithton",Flat Rate,Competitive,"Maintenance, Cleaning",3.2
34323,Walker-Fernandez,"New Christina, Port Shannon",Flat Rate,Higher,"Plumbing, Painting, Cleaning",4.1
34324,Mcdonald Ltd,"West Michael, South Veronicaport",Hourly Rate,Competitive,"Cleaning, Maintenance",4.9
34325,Barker and Sons,West Kelly,Subscription,Higher,"HVAC, Roofing, Painting",5.0
34326,Miller-Jones,South Tannerstad,Project-based,Higher,"Maintenance, Plumbing, Renovation",4.9
34327,"Conrad, Hooper and Tanner",Coreytown,Flat Rate,Lower,"HVAC, Renovation, Cleaning",4.9
34328,Newman-Daniels,"Robinsonstad, New Sarahchester, West Michael",Project-based,Competitive,"Roofing, Electrical, Renovation, Plumbing, Painting",3.3
34329,Richards-Dominguez,North Anthonymouth,Subscription,Lower,Plumbing,4.7
34330,Hurst LLC,Pollardfort,Flat Rate,Higher,"Electrical, Painting, Plumbing",3.5
34331,"Hall, Schroeder and Little","Wendyburgh, Mannland",Flat Rate,Higher,Maintenance,3.1
34332,Harris LLC,"Norrismouth, North Monicaport, Rebeccafurt",Hourly Rate,Higher,"HVAC, Electrical, Painting",4.4
34333,"Pierce, Daniels and Jones","Rodriguezchester, Port Andrea",Hourly Rate,Higher,"Cleaning, Maintenance",3.6
34334,Jones-Jordan,New Jessica,Flat Rate,Higher,"Painting, Electrical, Roofing, HVAC",4.9
34335,"Martin, Robinson and White","Lake Tiffanymouth, New Colemouth, Andersonport",Flat Rate,Higher,"Cleaning, Maintenance, Painting, Renovation, Roofing",4.3
34336,"Schmidt, Bradley and Lane","North Dustinfort, Peckland",Subscription,Higher,"Painting, Renovation, Electrical",3.1
34337,Morales LLC,"North Justin, Joseport, Thomasstad",Project-based,Higher,"HVAC, Renovation, Electrical, Painting, Plumbing",4.8
34338,"Burnett, Richmond and Todd",Hawkinstown,Project-based,Lower,"Plumbing, HVAC, Maintenance, Cleaning, Roofing",3.4
34339,"Smith, Mckenzie and Hall",Lindafurt,Project-based,Competitive,"Cleaning, Electrical",3.8
34340,Webb-Blake,North Davidview,Hourly Rate,Lower,"Cleaning, Maintenance, Painting",3.9
34341,"Baxter, Castillo and White","New Deannaland, Tracychester",Project-based,Competitive,"Electrical, HVAC, Roofing, Cleaning",3.4
34342,Frost-Sanchez,Port Matthewburgh,Hourly Rate,Higher,"Cleaning, HVAC, Roofing, Renovation",4.8
34343,Jennings LLC,North Scott,Hourly Rate,Lower,"Painting, Maintenance",4.0
34344,George-Williamson,"Robbinsshire, Chungside, Lake Brandy",Subscription,Lower,"Maintenance, HVAC",4.5
34345,"Jackson, Smith and Lopez","Port Robert, Leehaven, East Erikhaven",Project-based,Lower,"Electrical, Roofing, Maintenance, Plumbing",3.4
34346,Henry PLC,"Port Brendamouth, Port Zacharyfort, Stevenshire",Subscription,Lower,"Renovation, Painting, Roofing",4.6
34347,Cruz-Smith,"New Madisonbury, South Elizabethmouth",Subscription,Competitive,"Cleaning, Electrical, Roofing, Painting",3.6
34348,"Nelson, Taylor and Roberts","Mollyberg, Lake Markside",Flat Rate,Competitive,"Electrical, Renovation, Roofing, Plumbing, Painting",3.8
34349,Martinez and Sons,"Dennisfort, Combsmouth",Subscription,Competitive,"Painting, Renovation, Cleaning",3.6
34350,Payne Inc,"Port Richard, South Alexander, Pamelaville",Flat Rate,Higher,"Painting, Electrical, Roofing, HVAC, Cleaning",4.1
34351,"Cooke, Lane and Boyd","East Katherine, Careybury",Hourly Rate,Lower,"Roofing, Painting, Cleaning, Renovation, Electrical",4.8
34352,Booker Inc,"Port Patrickborough, North Nicholasview",Project-based,Lower,"Roofing, HVAC, Maintenance, Electrical",4.1
34353,Villarreal-Elliott,"East Jesseview, South Amanda",Project-based,Higher,"Cleaning, Maintenance",4.4
34354,Melton-Lester,"Kimberlymouth, Diazfort, Lake Justin",Flat Rate,Competitive,"Electrical, Maintenance",3.6
34355,"Lam, Miller and Gaines","Jasonstad, North Jessicaview",Subscription,Lower,Maintenance,4.2
34356,Lucas and Sons,"Jonesborough, Kelleyshire",Project-based,Higher,"Electrical, HVAC, Cleaning",3.0
34357,Chen Group,"Port Max, South Tiffany",Hourly Rate,Lower,"Maintenance, Roofing, Renovation",4.4
34358,"Jackson, Morales and Shea",Wileyport,Project-based,Higher,Roofing,5.0
34359,Smith LLC,"East Michaelside, Brownton, East Justinport",Subscription,Competitive,"Renovation, Maintenance, Cleaning, Roofing, Plumbing",3.2
34360,Rogers Group,West Courtney,Subscription,Higher,"Maintenance, Plumbing",4.7
34361,Thompson-Ballard,"West John, West Michael",Project-based,Higher,Roofing,4.3
34362,"Diaz, Price and Fowler","Ashleyborough, Port Brentburgh, Michaelton",Hourly Rate,Lower,"Roofing, Painting, Electrical",4.2
34363,Carter-Galvan,"New Cathyfort, East Dawn, East Thomas",Hourly Rate,Competitive,"Plumbing, Cleaning, Electrical",4.9
34364,Brown and Sons,"South Kimland, Lake Norma",Hourly Rate,Lower,"Roofing, Painting, Renovation",3.7
34365,Guerrero Group,"West Donna, Sethchester",Project-based,Competitive,Plumbing,4.9
34366,"Marshall, Hudson and Johnson","North Davidbury, Grayport, Jonesberg",Subscription,Higher,"HVAC, Electrical, Painting, Roofing",3.9
34367,Cook-Garrett,"Port Troy, New Frankshire",Hourly Rate,Higher,"Painting, Renovation",4.9
34368,"Patterson, Smith and White","Johnsonfurt, Lake Jeffreyshire, Johnsonton",Project-based,Competitive,Plumbing,3.6
34369,Clark-Davidson,Monicachester,Hourly Rate,Competitive,"Painting, Maintenance, Roofing, Electrical, Plumbing",4.7
34370,"Washington, Holt and Tyler","Patrickton, Valerieport",Subscription,Higher,"Painting, Maintenance, Roofing, Electrical",4.7
34371,Ryan and Sons,Delacruzland,Subscription,Higher,"Renovation, Maintenance, Plumbing",4.8
34372,"Long, Taylor and Berry",Lake Rogerhaven,Hourly Rate,Competitive,"Renovation, Roofing, Painting, Electrical, Cleaning",3.0
34373,Ball-Evans,"Josestad, Smithstad, North Lisaton",Hourly Rate,Higher,"Plumbing, Electrical, Maintenance, Painting, Roofing",3.2
34374,Walker Inc,"Hartmouth, Lake Kayla, Lake Howardmouth",Flat Rate,Lower,"Electrical, HVAC",5.0
34375,"Martinez, Cox and Wells",Smithchester,Flat Rate,Competitive,"Cleaning, Maintenance",4.4
34376,Stewart-Garcia,West Jonathan,Subscription,Higher,"Cleaning, Renovation, Roofing, Maintenance, HVAC",3.9
34377,Wright Ltd,"Lake Christopher, Grantfort",Subscription,Lower,"Roofing, Electrical",3.5
34378,Merritt and Sons,Adamsland,Flat Rate,Competitive,Painting,4.0
34379,"Chapman, Hernandez and Vasquez","Warrenside, South Juliashire",Project-based,Higher,"Electrical, Cleaning",3.8
34380,Phillips LLC,"Ericton, Pamelaburgh",Project-based,Lower,"Electrical, HVAC, Painting",4.4
34381,Collins-Flores,"West Amanda, Lake Harold, Newmanbury",Project-based,Higher,"Maintenance, Painting, Electrical, Renovation, HVAC",4.5
34382,Mullins-Carter,"Anneport, Thomashaven, Kellyhaven",Project-based,Higher,"Cleaning, Painting, Electrical",4.7
34383,Payne Group,"East Manuelchester, Mendozaport",Project-based,Competitive,Renovation,4.2
34384,"Clark, Bishop and Lindsey","Fuentesfurt, Mathiston, East Michael",Flat Rate,Lower,"Renovation, Roofing, Cleaning",4.5
34385,"Lopez, Andrews and Williams","Gonzalesview, East Jason, South Theresa",Hourly Rate,Higher,"Painting, Roofing, Electrical, Plumbing",3.3
34386,Sampson-Graham,"East Christopher, North Laurentown",Hourly Rate,Higher,"Plumbing, Electrical, Roofing, Maintenance, Renovation",4.8
34387,Chang-Moore,Ericshire,Subscription,Lower,"Roofing, Renovation, HVAC",3.5
34388,Sullivan Inc,"Mayertown, Rogersberg",Hourly Rate,Lower,"HVAC, Maintenance, Cleaning",3.2
34389,Hurley PLC,"Patelville, Jeremiahburgh, Port Johnfurt",Flat Rate,Competitive,"HVAC, Painting, Roofing, Plumbing",3.4
34390,"Johnson, Carter and Arnold","North Allenburgh, New Michelechester",Hourly Rate,Lower,Renovation,3.5
34391,"Bell, Spencer and Morgan","Livingstontown, Millsville, North Edward",Subscription,Competitive,"Painting, Maintenance, Roofing, HVAC, Renovation",4.0
34392,"Jacobs, Brown and Robinson","Kristopherhaven, Ryanland",Subscription,Competitive,"Roofing, Plumbing",4.1
34393,Weiss LLC,"North Kimberly, North Davidburgh, Katherinehaven",Flat Rate,Lower,Plumbing,4.0
34394,Garcia-Jackson,"South Leah, Lake Timothy",Subscription,Competitive,"Plumbing, Cleaning, Painting",3.1
34395,Ortega-Banks,North Aliciaton,Flat Rate,Lower,"Cleaning, Maintenance, Electrical, Plumbing, HVAC",4.4
34396,Sanchez-Mills,Barajasville,Project-based,Lower,"Renovation, Maintenance, HVAC",4.6
34397,Salazar Inc,"Jonestown, West Robertfurt",Flat Rate,Higher,Maintenance,3.7
34398,"White, Sweeney and Nunez","South Sheila, Port Markchester, Stevensport",Hourly Rate,Competitive,"HVAC, Painting, Cleaning, Plumbing, Electrical",3.5
34399,"Williams, Aguilar and Anderson","Theresaton, Adamshaven",Project-based,Lower,"Cleaning, Maintenance, Plumbing",3.3
34400,"Walker, Miller and Robinson","Jenniferville, Kimberlyburgh",Flat Rate,Lower,"Electrical, Plumbing, Painting, Cleaning, Renovation",4.4
34401,"Davidson, Trujillo and White","Hortonfurt, Priceborough",Hourly Rate,Higher,Plumbing,4.6
34402,Miller Inc,"Carlosport, West Jeanfurt",Project-based,Higher,"Electrical, Maintenance",3.7
34403,Castro and Sons,"Lake Kim, Port Johnland, Port William",Subscription,Higher,"Renovation, Electrical, Plumbing, Painting, HVAC",3.3
34404,"Stanton, Price and Graham",Lake Stephanie,Flat Rate,Lower,"Painting, HVAC, Cleaning, Plumbing",4.6
34405,Foster LLC,Walkerfurt,Flat Rate,Higher,"HVAC, Roofing, Plumbing, Painting",3.0
34406,Perez Ltd,"Port Marissahaven, West Paulmouth, Lake Johnny",Project-based,Lower,HVAC,4.7
34407,"Best, Barrett and Brown","Port Anthonyfort, West Patrickland, East Nicolas",Subscription,Lower,"Cleaning, HVAC, Plumbing, Renovation",4.9
34408,"Nicholson, Stevens and Wilcox","South Matthewton, East Tamara, North Seanfurt",Subscription,Higher,"Cleaning, Electrical",4.9
34409,Williams PLC,"New Williamview, Lindseyview, Angelicashire",Subscription,Competitive,"Painting, Roofing",3.2
34410,"Humphrey, Henderson and Fox",South Charlesside,Flat Rate,Higher,"Electrical, Renovation, HVAC, Painting, Cleaning",3.4
34411,Wright PLC,"Marychester, Port Michaelview, Port Juliemouth",Subscription,Competitive,"Plumbing, Roofing, Electrical, Renovation, Maintenance",3.4
34412,"Wilson, Powell and Lewis","Jeremymouth, Richardburgh, South Melissa",Flat Rate,Lower,"Cleaning, Renovation, Electrical, Roofing",4.6
34413,"Gardner, Wright and Orozco","Mcdonaldside, Mccoyburgh, Port Jenniferside",Flat Rate,Higher,"Plumbing, Maintenance, HVAC",4.1
34414,"Davis, Hill and Caldwell","South Joyce, Lake Ryanside",Subscription,Lower,"Electrical, Roofing, Maintenance, HVAC",3.6
34415,"Thompson, Larson and Simmons",East Catherine,Hourly Rate,Higher,"Cleaning, Plumbing, Maintenance, Painting, Renovation",4.4
34416,Lutz-Mcfarland,New Judy,Hourly Rate,Higher,"HVAC, Roofing, Electrical, Maintenance, Renovation",5.0
34417,"Aguilar, Lawson and Stokes","Robertmouth, South Shannonland, South Christinastad",Flat Rate,Lower,Electrical,4.8
34418,Austin Group,West Lisaburgh,Flat Rate,Lower,"Electrical, Maintenance, Painting",3.2
34419,"Harris, James and Turner",Wallsshire,Flat Rate,Lower,"Renovation, Painting, Maintenance",4.7
34420,Calderon-Stanley,"Stephaniefurt, Port Diamondburgh",Hourly Rate,Lower,"Cleaning, Renovation",4.5
34421,Garcia Group,Rogersview,Subscription,Lower,Plumbing,4.4
34422,"Chavez, Jenkins and Powers",North Matthewhaven,Subscription,Competitive,Maintenance,4.1
34423,Mosley and Sons,New Susan,Hourly Rate,Competitive,"Maintenance, Roofing, Painting, HVAC, Plumbing",4.0
34424,Williams-Mullins,"East Richardside, Robertside, Lake David",Flat Rate,Competitive,"Cleaning, Maintenance, Painting, Renovation",3.8
34425,"Ward, Rodriguez and Taylor","North Ross, Espinozaville",Flat Rate,Higher,"Plumbing, Painting, Roofing, HVAC",4.2
34426,"Scott, Perez and James",Brownborough,Subscription,Competitive,"HVAC, Cleaning, Painting, Roofing, Plumbing",4.9
34427,Gonzalez PLC,Virginiabury,Subscription,Lower,"Painting, Cleaning",3.3
34428,Bryant PLC,"Lake Garrettview, North Brittanyburgh",Hourly Rate,Lower,"Painting, Roofing",4.8
34429,Brown Inc,"Barbaraland, Taylormouth, West Juliamouth",Subscription,Competitive,"HVAC, Electrical, Painting, Roofing, Maintenance",4.6
34430,Mosley-Simmons,"New Elainehaven, Wilsontown, New Tammie",Flat Rate,Lower,"Renovation, Electrical, HVAC, Maintenance",4.8
34431,Perez-Hampton,"Lake Ashleyport, New Keithstad, Jacobland",Subscription,Lower,"Painting, Plumbing",3.7
34432,Warren Ltd,Port Bradley,Subscription,Competitive,"Maintenance, Electrical, Renovation, Plumbing, Cleaning",3.0
