Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards
49092,"20288 Stacy Center Apt. 367
Marcusfurt, NJ 60757",2527,58,Commercial,8,Good,Concrete,"Sprinklers, Extinguishers, Alarms","Wide Doorways, None, Elevator",None,Warehouse,Occupied,None
49093,"PSC 4422, Box 2429
APO AP 68840",671,4,Industrial,9,Excellent,Brick,"Alarms, Extinguishers, Sprinklers","Wide Doorways, Elevator, Ramps, None",None,Office,Occupied,Asbestos
49094,"6455 Wright Extension Apt. 057
Hoffmanchester, NJ 44766",7675,44,Residential,6,Fair,Wood,"Extinguishers, Sprinklers",Wide Doorways,None,Warehouse,Vacant,Asbestos
49095,"PSC 6959, Box 7896
APO AA 52816",3559,61,Commercial,10,Excellent,Wood,"Sprinklers, Alarms","Wide Doorways, Ramps, Elevator",None,Retail,Vacant,None
49096,"31968 Weber Mission Apt. 088
Port Richard, MA 10566",4345,20,Commercial,5,Excellent,Steel,Sprinklers,"Ramps, Elevator, None",Eye mean.,Retail,Occupied,Lead Paint
49097,"8922 Sean Hill Suite 949
Nicoleton, HI 53329",6065,3,Residential,5,Poor,Wood,"Extinguishers, Sprinklers, Alarms","Ramps, Elevator, None, Wide Doorways",Future seven car.,Warehouse,Vacant,None
49098,"44662 Tara Centers
Dawnberg, AL 15327",531,5,Commercial,3,Good,Concrete,"Alarms, Sprinklers","Elevator, None, Ramps",None,Residential,Occupied,None
49099,"USNS Taylor
FPO AP 88111",3093,99,Industrial,6,Excellent,Wood,Sprinklers,"None, Ramps",Idea government.,Retail,Occupied,None
49100,"9323 Jared Estates
Port Adrianaville, OK 74269",4581,5,Residential,7,Fair,Steel,"Sprinklers, Extinguishers","Wide Doorways, Elevator, None",Raise blue water floor.,Office,Occupied,None
49101,"75080 Bill Walk Suite 122
Aprilland, FL 13228",7375,90,Commercial,6,Fair,Steel,Alarms,"None, Wide Doorways, Elevator, Ramps",None,Residential,Occupied,Lead Paint
49102,"843 Shaun Knolls Apt. 670
East Tracifort, MI 75625",863,91,Residential,5,Excellent,Concrete,"Sprinklers, Alarms","None, Elevator, Ramps, Wide Doorways",Successful issue charge.,Residential,Vacant,None
49103,"739 Padilla Shoals
Whiteborough, OH 13644",2689,8,Residential,3,Good,Steel,"Alarms, Sprinklers, Extinguishers","None, Elevator",About rich candidate.,Office,Occupied,Asbestos
49104,"6665 Ronald Brook Suite 699
Lake Seanfurt, OK 44730",8284,72,Residential,2,Poor,Brick,Alarms,None,None,Office,Vacant,Mold
49105,"Unit 8635 Box 4278
DPO AE 14423",8769,86,Industrial,10,Good,Wood,"Alarms, Sprinklers, Extinguishers",None,None,Office,Occupied,Lead Paint
49106,"12394 Michael Valley
Gomezshire, UT 01788",3887,34,Industrial,1,Good,Concrete,"Extinguishers, Sprinklers","Elevator, None, Ramps",None,Residential,Occupied,None
49107,"36653 Amber Extensions
Smithstad, NY 84293",6761,43,Commercial,2,Poor,Steel,"Alarms, Sprinklers",Wide Doorways,Wrong raise marriage.,Retail,Vacant,Lead Paint
49108,"6206 Brown Shore Suite 440
Jessicafort, AK 94019",3691,76,Residential,7,Poor,Steel,"Extinguishers, Alarms",Ramps,None,Residential,Occupied,None
49109,"246 Steven Estates
Shepardborough, AL 97481",2432,42,Industrial,2,Excellent,Wood,"Sprinklers, Extinguishers","Elevator, None",Free example.,Warehouse,Vacant,Lead Paint
49110,"979 Johnson Skyway
Port Brandon, PA 91010",2416,60,Residential,3,Good,Steel,"Sprinklers, Extinguishers, Alarms","None, Ramps, Elevator, Wide Doorways",None,Retail,Vacant,None
49111,"64243 Brown Via
Johnsonchester, TX 25887",9724,95,Industrial,2,Good,Concrete,Sprinklers,"Ramps, None, Wide Doorways, Elevator",None,Office,Vacant,None
49112,"4868 Cooper Walk
Nortonchester, NH 36795",4710,70,Industrial,4,Excellent,Brick,"Extinguishers, Alarms","Ramps, Elevator",Group continue respond.,Residential,Occupied,Asbestos
49113,"11621 Michael Islands Suite 062
Lake Kathryn, MD 26471",8428,16,Residential,1,Excellent,Concrete,"Sprinklers, Extinguishers, Alarms","Wide Doorways, Elevator, None, Ramps",None,Office,Occupied,None
49114,"Unit 2328 Box 3292
DPO AA 72289",1564,73,Commercial,6,Good,Steel,"Sprinklers, Extinguishers","None, Ramps, Elevator",None,Retail,Occupied,Mold
49115,"864 Maddox Pike
Coleborough, MD 13962",8973,63,Commercial,1,Poor,Concrete,"Sprinklers, Extinguishers","Ramps, Wide Doorways, None",None,Warehouse,Occupied,Asbestos
49116,"1626 Ryan Forges Suite 352
Curtisfort, WA 45938",6069,67,Industrial,1,Excellent,Brick,"Extinguishers, Sprinklers",Ramps,Federal.,Residential,Occupied,Asbestos
49117,"Unit 0612 Box 9740
DPO AP 69017",2122,77,Industrial,9,Poor,Brick,Extinguishers,"Ramps, Wide Doorways, None",Talk art.,Residential,Occupied,Mold
49118,"403 John Center
Natashaview, DE 67376",4711,61,Residential,6,Good,Concrete,"Alarms, Sprinklers",Ramps,None,Office,Occupied,None
49119,"6297 Victoria Hills Apt. 649
East Keithview, WV 47363",1930,13,Industrial,5,Good,Concrete,Extinguishers,"Elevator, Ramps",Research ability.,Office,Vacant,None
49120,"186 Elizabeth Falls
East Allisonside, SD 75094",4697,73,Industrial,10,Poor,Concrete,"Alarms, Sprinklers, Extinguishers","Ramps, Wide Doorways, Elevator",None,Retail,Vacant,None
49121,"1158 Hughes Grove
North Keithfort, CT 54919",9811,60,Residential,7,Good,Steel,Sprinklers,"Ramps, Elevator, Wide Doorways",Item son individual.,Warehouse,Occupied,Lead Paint
49122,"7420 Smith Drive Apt. 317
South Adam, AL 10480",9272,84,Industrial,5,Excellent,Steel,"Extinguishers, Sprinklers, Alarms","None, Elevator, Wide Doorways",None,Residential,Occupied,None
49123,"6696 Vasquez Isle Suite 482
South Chadview, VT 35330",2747,31,Residential,1,Fair,Wood,"Sprinklers, Extinguishers","Wide Doorways, Elevator, Ramps",None,Retail,Occupied,Asbestos
49124,"8638 Roberts Pike
Port Judy, GA 16553",1678,94,Residential,5,Excellent,Wood,"Sprinklers, Extinguishers, Alarms","Elevator, Wide Doorways, Ramps, None",None,Warehouse,Vacant,Mold
49125,"996 Melissa Spurs
Port Kathy, NE 97799",7992,47,Industrial,8,Good,Wood,"Extinguishers, Sprinklers","None, Elevator, Ramps, Wide Doorways",None,Warehouse,Vacant,None
49126,"42909 Johnson Branch Suite 062
Lake Sabrina, DE 87160",2575,64,Residential,3,Poor,Wood,Alarms,None,Scene scientist require.,Office,Occupied,None
49127,"19123 Sanchez Lock
Patelberg, MO 21415",1272,41,Industrial,2,Excellent,Wood,"Sprinklers, Alarms","Elevator, Wide Doorways, Ramps, None",Onto surface serious president.,Retail,Vacant,Asbestos
49128,"0406 Deborah Village
North Cathy, NM 83332",7983,86,Industrial,1,Poor,Wood,"Sprinklers, Alarms","Ramps, Wide Doorways",Start.,Residential,Vacant,None
49129,"761 Wall Radial Apt. 281
Bridgetmouth, GA 43669",6033,15,Industrial,2,Excellent,Concrete,"Sprinklers, Extinguishers","Ramps, Elevator",Receive red already.,Office,Occupied,None
49130,"694 Joseph Forge
East Paulaland, MT 48677",7819,71,Residential,7,Good,Steel,"Sprinklers, Alarms, Extinguishers",Ramps,None,Office,Vacant,None
49131,"Unit 0106 Box 7798
DPO AP 41162",4878,55,Industrial,9,Excellent,Steel,"Sprinklers, Extinguishers","None, Elevator",Employee.,Residential,Vacant,None
49132,"20848 Obrien Village
Thompsontown, MT 01922",6123,40,Commercial,3,Excellent,Wood,Extinguishers,"Ramps, Elevator",Nor over wife.,Residential,Vacant,None
49133,"Unit 7260 Box 7403
DPO AA 98703",6039,24,Industrial,9,Good,Steel,Alarms,Elevator,None,Office,Vacant,Mold
49134,"621 Angela Green
Jenningsborough, WY 97891",9499,17,Industrial,5,Good,Wood,"Sprinklers, Alarms",Ramps,Pattern hotel shake give.,Warehouse,Vacant,None
49135,"77611 Reynolds Dam Apt. 682
Marvinbury, LA 40315",6146,11,Residential,3,Poor,Concrete,"Sprinklers, Alarms, Extinguishers","None, Elevator, Ramps",Local southern your.,Office,Vacant,None
49136,"164 Mary Ramp
New Jeffreystad, OR 22937",3522,22,Residential,2,Good,Concrete,"Extinguishers, Sprinklers","Elevator, Wide Doorways, None",Financial decade.,Office,Occupied,None
49137,"1175 Janet Manors Suite 287
Romeroshire, VT 26848",2805,44,Residential,6,Excellent,Wood,Extinguishers,"None, Elevator",Report morning.,Office,Occupied,Mold
49138,"756 Alexander Radial Apt. 482
New Lindastad, WI 86761",6485,1,Residential,8,Poor,Concrete,"Extinguishers, Alarms","Elevator, Wide Doorways, Ramps",Inside nature.,Residential,Occupied,Asbestos
49139,"6632 Annette Plaza
Ericaberg, NE 99907",6520,84,Residential,6,Fair,Steel,"Alarms, Extinguishers, Sprinklers","Ramps, Wide Doorways",Money chance line.,Retail,Occupied,None
49140,"18158 Garcia Motorway
North Samanthastad, SC 42311",9428,7,Commercial,8,Excellent,Brick,"Extinguishers, Sprinklers","None, Ramps",None,Warehouse,Vacant,None
49141,"6934 Jennifer Station Apt. 340
West Josephstad, WI 97248",7291,37,Residential,5,Fair,Steel,"Sprinklers, Extinguishers, Alarms","None, Ramps, Elevator, Wide Doorways",None,Retail,Vacant,Asbestos
49142,"PSC 7239, Box 2270
APO AA 84045",9929,1,Commercial,3,Good,Steel,Alarms,"None, Ramps, Elevator",None,Residential,Vacant,Mold
49143,"96904 Hernandez Well
East Craig, NM 81653",2654,23,Commercial,1,Fair,Brick,"Extinguishers, Sprinklers, Alarms","Wide Doorways, Ramps, Elevator",None,Warehouse,Occupied,None
49144,"104 Mullins Rapids Apt. 201
Lake John, NM 88557",9495,89,Commercial,3,Poor,Wood,Alarms,Wide Doorways,Sell everything.,Retail,Occupied,Mold
49145,"07513 Marsh Drives Apt. 745
New George, DC 65823",3636,13,Industrial,1,Poor,Concrete,"Alarms, Extinguishers, Sprinklers","Elevator, Ramps",Tax song focus.,Warehouse,Occupied,None
49146,"988 Yesenia Wells
South Stephaniemouth, SC 48899",8235,60,Residential,5,Fair,Concrete,"Extinguishers, Alarms, Sprinklers",Wide Doorways,Suddenly full.,Office,Vacant,Mold
49147,"93044 Anthony Parks
East Joshua, WA 51774",5756,77,Residential,3,Good,Concrete,"Sprinklers, Extinguishers, Alarms",Elevator,Must laugh.,Warehouse,Occupied,None
49148,"14388 Natalie Ramp Suite 247
Lake Paul, SC 33545",6520,59,Residential,1,Fair,Brick,"Extinguishers, Sprinklers, Alarms","Elevator, Wide Doorways, Ramps",Free travel seem.,Office,Occupied,None
49149,"033 Allen Club
Julieberg, VA 82747",4309,82,Commercial,8,Fair,Concrete,Sprinklers,Elevator,None,Warehouse,Occupied,None
49150,"4996 James Rapids Apt. 526
Thompsonmouth, ND 14326",9059,43,Residential,7,Good,Brick,"Extinguishers, Alarms, Sprinklers","Elevator, None",None,Retail,Occupied,None
49151,"63818 Jonathan Station Apt. 055
Port Nicole, CA 82544",3415,5,Commercial,5,Excellent,Wood,"Alarms, Extinguishers","Wide Doorways, None, Elevator",Medical.,Residential,Vacant,Asbestos
49152,"2822 Aaron Groves
West Markton, TX 22387",9169,32,Industrial,8,Poor,Brick,Sprinklers,"Wide Doorways, Elevator",Old we smile.,Retail,Vacant,None
49153,"016 Chan Meadows
Lynnmouth, SC 65503",3793,40,Industrial,5,Excellent,Concrete,"Extinguishers, Alarms, Sprinklers","Elevator, Wide Doorways, Ramps",None,Residential,Vacant,Asbestos
49154,"099 Abigail Manors Apt. 980
East Johntown, HI 04538",8973,63,Industrial,10,Excellent,Brick,"Sprinklers, Alarms","Wide Doorways, None, Ramps, Elevator",None,Office,Vacant,None
49155,"484 King Springs Suite 536
South Jeremy, AR 48184",6030,87,Residential,4,Excellent,Steel,"Extinguishers, Alarms",Ramps,None,Office,Occupied,None
49156,"5417 Schneider Pass Suite 194
Lake Kathleenstad, SD 32430",1679,60,Industrial,7,Excellent,Steel,Alarms,"Ramps, Wide Doorways, None, Elevator",None,Residential,Vacant,None
49157,"69350 Danielle Prairie
Martinville, ID 44356",8445,36,Residential,4,Good,Steel,Sprinklers,"Ramps, None",Reach seat.,Warehouse,Occupied,Mold
49158,"Unit 4807 Box 8748
DPO AE 34681",7122,29,Industrial,10,Good,Wood,"Extinguishers, Alarms","Wide Doorways, Elevator, Ramps, None",Including attack assume.,Warehouse,Vacant,None
49159,"767 Todd Unions
North Tracy, FL 27302",3395,84,Industrial,6,Fair,Brick,"Sprinklers, Extinguishers, Alarms","None, Elevator",None,Warehouse,Occupied,None
49160,"700 Smith Mountains
North Jeremyfort, KS 34356",3819,14,Industrial,5,Excellent,Steel,"Extinguishers, Alarms, Sprinklers",Ramps,Sense on.,Retail,Vacant,None
49161,"871 Dennis Squares Suite 623
Carolstad, OH 11196",5931,39,Residential,8,Fair,Brick,"Extinguishers, Sprinklers","Wide Doorways, None",Order lot per.,Residential,Vacant,Lead Paint
49162,"974 Chad Walk Apt. 666
Port Shanebury, FL 92103",9342,76,Industrial,5,Fair,Steel,"Extinguishers, Sprinklers, Alarms","Ramps, Wide Doorways, Elevator, None",Piece tax.,Warehouse,Occupied,None
49163,"89414 Deanna Isle Apt. 418
New Melissa, WA 74604",5655,66,Industrial,8,Excellent,Steel,"Alarms, Sprinklers",None,None,Warehouse,Vacant,Lead Paint
49164,"0212 Baird Street Suite 940
East Ricky, MS 17612",3911,25,Residential,3,Poor,Steel,"Alarms, Extinguishers","None, Elevator, Wide Doorways",Thousand help case.,Warehouse,Vacant,None
49165,"1152 Day Neck Apt. 959
Wrightville, SC 24372",1639,2,Industrial,9,Fair,Steel,"Extinguishers, Alarms","None, Wide Doorways",None,Office,Occupied,None
49166,"Unit 4520 Box 5687
DPO AE 05954",618,68,Industrial,3,Good,Concrete,"Extinguishers, Alarms, Sprinklers","Elevator, None",None,Retail,Vacant,None
49167,"15054 Moon Viaduct Apt. 923
Carterview, MN 34496",2870,45,Industrial,4,Poor,Brick,"Alarms, Sprinklers, Extinguishers","Elevator, Ramps, Wide Doorways",Pay know large.,Retail,Vacant,None
49168,"PSC 4939, Box 7319
APO AA 52346",1435,59,Industrial,8,Fair,Steel,"Sprinklers, Alarms",Ramps,None,Office,Vacant,None
49169,"9769 Braun Valley Apt. 536
West Felicia, AL 71455",7132,16,Commercial,3,Excellent,Steel,Alarms,"Wide Doorways, Ramps, Elevator, None",None,Office,Vacant,Lead Paint
49170,"PSC 0004, Box 4359
APO AP 70628",9282,81,Residential,2,Fair,Steel,"Sprinklers, Extinguishers, Alarms","Ramps, Elevator, None, Wide Doorways",Close PM most.,Retail,Vacant,None
49171,"972 Jason Motorway
Michaelborough, CT 74038",1345,57,Residential,1,Fair,Wood,"Alarms, Sprinklers, Extinguishers","Ramps, Wide Doorways",Might spend.,Office,Occupied,Asbestos
49172,"2780 Leonard Way
North Philip, CO 48502",7989,66,Industrial,10,Good,Steel,"Extinguishers, Sprinklers, Alarms",Wide Doorways,Interesting indicate.,Warehouse,Occupied,Asbestos
49173,"69160 Jacqueline Point
Castilloland, ME 33953",6427,40,Commercial,10,Poor,Steel,Alarms,"Ramps, Elevator",Task still thank.,Warehouse,Vacant,None
49174,"3102 Anthony Knoll Apt. 433
Lake Traceyshire, DE 34870",743,79,Residential,7,Good,Concrete,"Sprinklers, Alarms, Extinguishers","Elevator, Ramps, Wide Doorways",None,Office,Vacant,Mold
49175,"4953 Robert Shore Apt. 223
South Marvin, ND 89782",3252,87,Residential,6,Poor,Steel,"Alarms, Sprinklers","None, Elevator",Better south thought.,Retail,Occupied,None
49176,"577 Arnold Stravenue
East Michael, WV 91349",926,61,Commercial,6,Poor,Wood,"Sprinklers, Alarms",Elevator,None,Residential,Occupied,None
49177,"09894 Zamora Loop
Fernandezport, LA 32504",649,31,Commercial,3,Good,Wood,"Alarms, Extinguishers",Wide Doorways,None,Retail,Vacant,Asbestos
49178,"2509 Scott Valley
Lisaburgh, SC 75312",2340,56,Commercial,1,Excellent,Concrete,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Crime fact believe.,Retail,Occupied,None
49179,"PSC 2293, Box 5360
APO AP 30601",2756,65,Commercial,6,Excellent,Steel,Alarms,"Wide Doorways, Elevator, None, Ramps",Everything the.,Office,Occupied,Lead Paint
49180,"56485 Lisa Curve
Ewingville, ID 67180",7996,20,Commercial,8,Poor,Steel,"Sprinklers, Extinguishers","Wide Doorways, Ramps, None",Store why only us.,Warehouse,Occupied,Lead Paint
49181,"6819 Downs Key Apt. 925
Dylanmouth, NH 82411",3040,87,Industrial,5,Excellent,Steel,"Alarms, Extinguishers, Sprinklers","Ramps, None",None,Residential,Occupied,Lead Paint
49182,"09517 Mcclain Hill
Lake Melissaport, WY 31170",1555,42,Residential,8,Fair,Brick,"Extinguishers, Alarms","None, Wide Doorways",None,Residential,Occupied,None
49183,"25527 Williams Inlet Apt. 019
North Sabrinatown, CT 19860",6492,71,Commercial,4,Excellent,Steel,"Extinguishers, Sprinklers, Alarms","Elevator, Ramps",None,Warehouse,Occupied,None
49184,"0208 Wendy Tunnel Suite 953
South Brooke, RI 10312",1380,23,Residential,3,Excellent,Wood,Sprinklers,"Wide Doorways, Ramps",Range.,Retail,Occupied,None
49185,"0073 Stewart Green Suite 854
West Denise, UT 43658",4300,52,Commercial,9,Fair,Brick,"Extinguishers, Alarms, Sprinklers","Elevator, None, Ramps, Wide Doorways",None,Office,Occupied,Asbestos
49186,"5628 Jane Square Apt. 342
Lake Jeremy, GA 27537",7522,45,Commercial,1,Good,Steel,Extinguishers,"Elevator, None",Under age figure.,Office,Vacant,Lead Paint
49187,"239 Johnson Drives
Dawsonside, IN 23626",3149,9,Residential,4,Poor,Steel,Sprinklers,"None, Wide Doorways, Elevator, Ramps",Push minute.,Residential,Vacant,None
49188,"01139 Garcia Landing
North Carlos, ME 85632",7899,31,Residential,7,Fair,Concrete,"Sprinklers, Alarms, Extinguishers",Elevator,Resource artist may.,Retail,Vacant,Asbestos
49189,"56831 Sabrina Gardens
Caitlynport, MO 34089",2294,80,Residential,1,Good,Concrete,"Extinguishers, Sprinklers","Ramps, None, Elevator, Wide Doorways",Size country may.,Office,Vacant,None
49190,"89540 Castillo Views Suite 762
New Jamesville, WV 50975",6995,60,Industrial,9,Good,Steel,Sprinklers,Elevator,None,Retail,Vacant,None
49191,"640 Salas Haven Suite 348
Monicaborough, CA 96313",6983,25,Industrial,8,Poor,Concrete,"Alarms, Extinguishers, Sprinklers","Elevator, Wide Doorways",None,Retail,Vacant,Lead Paint
49192,"070 Kenneth Ridge Suite 899
Chaseburgh, MI 44182",9328,83,Industrial,2,Excellent,Steel,"Sprinklers, Extinguishers, Alarms","Ramps, Wide Doorways, None, Elevator",Measure experience.,Office,Vacant,Mold
49193,"6663 Huffman Key
New Tiffanyhaven, UT 30226",9918,64,Residential,4,Poor,Concrete,Sprinklers,"Elevator, None",Sound effort.,Residential,Vacant,None
49194,"89547 Houston Crossing
Lake Troy, WA 16626",5135,77,Industrial,10,Good,Brick,"Alarms, Sprinklers","None, Wide Doorways",None,Warehouse,Occupied,None
49195,"10287 Donald Street Suite 931
Lake Jenniferland, WI 13429",9583,63,Industrial,3,Excellent,Brick,"Extinguishers, Alarms","None, Elevator, Ramps, Wide Doorways",Magazine wait.,Retail,Vacant,None
49196,"846 Nicole Field Apt. 567
Lake Candiceburgh, MI 46009",2748,47,Industrial,9,Good,Concrete,Extinguishers,"Elevator, Wide Doorways",Senior sometimes team.,Retail,Occupied,Mold
49197,"62935 Nicholas Mews Suite 674
East Markfort, MS 25178",3114,76,Commercial,9,Poor,Brick,"Alarms, Sprinklers","Ramps, Elevator, None, Wide Doorways",Agree education.,Warehouse,Occupied,Lead Paint
49198,"85152 Patterson Views Apt. 760
Davisside, AZ 94484",2229,25,Industrial,8,Poor,Concrete,Alarms,Wide Doorways,None,Office,Vacant,Asbestos
49199,"66978 Rick Bridge
Lake Eileen, MD 36826",5536,29,Commercial,7,Excellent,Wood,Sprinklers,Ramps,Bad seven.,Warehouse,Occupied,Lead Paint
49200,"Unit 1535 Box 8068
DPO AA 05698",3455,61,Industrial,4,Fair,Steel,"Alarms, Sprinklers, Extinguishers","None, Ramps, Wide Doorways",Current anyone.,Office,Occupied,None
49201,"09038 Ellis Fork Apt. 891
East Joseton, LA 67373",5943,92,Commercial,10,Poor,Wood,"Sprinklers, Extinguishers, Alarms","Wide Doorways, None, Elevator, Ramps",None,Retail,Occupied,None
49202,"6696 Evans Springs Suite 348
Craigside, WA 10470",4402,4,Industrial,6,Good,Concrete,"Sprinklers, Extinguishers, Alarms",Wide Doorways,Security realize.,Office,Occupied,Lead Paint
49203,"329 Nicole Parkways Suite 380
West Jamiefort, OK 80799",7224,18,Commercial,6,Good,Concrete,"Sprinklers, Alarms, Extinguishers",Wide Doorways,None,Office,Occupied,Asbestos
49204,"2573 Lambert Square
Melissaport, OR 05429",1188,50,Industrial,5,Fair,Steel,"Extinguishers, Alarms, Sprinklers","Wide Doorways, Elevator, Ramps, None",None,Office,Vacant,None
49205,"101 Jennifer Falls Suite 116
North Marymouth, NV 42883",3080,24,Residential,10,Good,Steel,"Sprinklers, Alarms, Extinguishers","Wide Doorways, Elevator",Mission get pattern brother.,Office,Occupied,Mold
49206,"6463 Valerie Terrace
New Michael, CO 46363",5364,58,Commercial,5,Excellent,Brick,"Extinguishers, Alarms",Wide Doorways,None,Residential,Vacant,None
