Inspection ID,Property ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status
49748,22285,2022-01-16,Passed,None,Compliant
49749,9284,2024-03-19,Passed,Interesting political never common nearly claim.,Non-compliant
49750,19046,2023-12-18,Failed,Try detail candidate range.,Compliant
49751,34406,2022-11-15,Passed with minor issues,None,Compliant
49752,13700,2024-02-10,Passed,None,Compliant
49753,17211,2021-09-23,Passed with minor issues,Miss from nation author step.,Non-compliant
49754,48891,2022-09-09,Passed,Off I forward.,Non-compliant
49755,44888,2023-04-08,Passed with minor issues,Certain oil because news style.,Compliant
49756,43924,2021-09-21,Passed,None,Non-compliant
49757,2010,2021-12-22,Passed,Ever response character imagine.,Compliant
49758,13960,2024-01-15,Failed,None,Compliant
49759,26786,2022-07-01,Failed,Night agent establish agent into develop budget.,Non-compliant
49760,4552,2024-04-28,Passed with minor issues,Movement investment performance ever data.,Non-compliant
49761,48886,2023-11-07,Passed with minor issues,Environmental baby late could.,Compliant
49762,23120,2023-07-31,Passed with minor issues,None,Non-compliant
49763,11876,2024-08-25,Passed,Dog similar change evening inside country pass enter.,Compliant
49764,1876,2021-11-04,Passed,Southern other table I brother.,Compliant
49765,2279,2022-05-17,Passed,None,Compliant
49766,20548,2023-10-08,Passed with minor issues,None,Non-compliant
49767,36555,2022-01-13,Passed with minor issues,Base over other quickly buy whether.,Compliant
49768,25690,2023-04-05,Failed,Today fish program part product.,Non-compliant
49769,28033,2023-08-23,Failed,None,Non-compliant
49770,15668,2024-05-06,Failed,None,Non-compliant
49771,9471,2024-05-06,Failed,Week grow spend.,Non-compliant
49772,44043,2023-03-13,Passed with minor issues,Lose rich evening nothing hour once.,Non-compliant
49773,41634,2022-07-06,Failed,Weight summer wall stuff grow face.,Compliant
49774,44674,2021-10-16,Passed with minor issues,Always win low.,Compliant
49775,17521,2022-01-18,Passed,Whole radio spend black police.,Compliant
49776,27249,2022-11-09,Passed with minor issues,Expect with paper friend.,Compliant
49777,9797,2023-03-08,Passed with minor issues,None,Non-compliant
49778,32198,2023-04-29,Passed with minor issues,Better thing southern just.,Compliant
49779,44699,2021-11-18,Passed with minor issues,Leg treatment home meeting letter.,Non-compliant
49780,3309,2023-05-20,Failed,None,Non-compliant
49781,1624,2023-06-02,Failed,None,Compliant
49782,8751,2021-11-03,Passed,None,Non-compliant
49783,21885,2024-02-22,Passed,Care race interesting similar.,Non-compliant
49784,29958,2024-08-30,Passed,Free far always laugh wall front success.,Non-compliant
49785,2750,2022-07-28,Passed with minor issues,None,Compliant
49786,11720,2022-06-17,Failed,None,Non-compliant
49787,24127,2023-11-12,Passed with minor issues,Floor five must hot feeling create miss.,Compliant
49788,14750,2024-04-15,Passed,None,Non-compliant
49789,37617,2022-12-10,Failed,None,Non-compliant
49790,4918,2023-08-30,Failed,None,Compliant
49791,33931,2023-10-01,Passed with minor issues,None,Non-compliant
49792,45349,2022-03-27,Passed,None,Compliant
49793,21845,2022-12-20,Passed with minor issues,Night this condition decision name coach night.,Non-compliant
49794,45087,2022-12-28,Failed,Ever child huge husband upon structure create street.,Non-compliant
49795,9708,2023-05-25,Passed,None,Non-compliant
49796,12972,2022-06-15,Passed with minor issues,None,Non-compliant
49797,19556,2022-05-05,Failed,Administration evening free air myself.,Compliant
49798,9467,2023-09-23,Passed,None,Non-compliant
49799,48422,2023-07-30,Passed with minor issues,Rest result main generation present.,Compliant
49800,7580,2023-11-16,Failed,Training parent take stuff issue operation.,Compliant
49801,8479,2023-03-11,Passed with minor issues,None,Non-compliant
49802,7220,2023-10-01,Failed,World sound bag last result.,Non-compliant
49803,35018,2022-02-23,Failed,Mr black scientist green newspaper source increase.,Non-compliant
49804,14644,2022-11-07,Passed,None,Compliant
49805,28766,2022-08-19,Passed with minor issues,None,Compliant
49806,43016,2024-03-23,Failed,Next owner your young past beautiful against item.,Non-compliant
49807,22567,2024-05-09,Passed,None,Non-compliant
49808,49888,2024-07-17,Passed with minor issues,According sit serious event.,Non-compliant
49809,33762,2023-05-23,Failed,Network themselves budget rather despite unit.,Compliant
49810,13404,2023-01-22,Passed with minor issues,Instead role hospital end hospital pattern.,Non-compliant
49811,42327,2024-05-26,Passed,None,Non-compliant
49812,27377,2021-11-11,Failed,Contain white role.,Compliant
49813,12042,2022-09-05,Passed,Student suddenly foreign traditional travel series write both.,Compliant
49814,20123,2023-07-21,Passed with minor issues,None,Compliant
49815,1867,2023-12-23,Failed,Value sit source old similar.,Compliant
49816,32331,2023-06-26,Passed,None,Non-compliant
49817,17474,2022-11-30,Passed,Pay family central.,Compliant
49818,2519,2023-11-16,Passed with minor issues,Congress I apply establish.,Non-compliant
49819,36880,2024-02-26,Failed,None,Non-compliant
49820,6791,2022-09-08,Failed,None,Compliant
49821,13864,2021-09-20,Failed,Run real really interest.,Compliant
49822,21052,2023-04-03,Failed,Claim instead how glass site.,Compliant
49823,8483,2022-12-03,Passed with minor issues,None,Compliant
49824,47151,2023-12-21,Passed with minor issues,None,Compliant
49825,13152,2023-04-15,Passed,None,Compliant
49826,30598,2023-12-14,Passed,None,Non-compliant
49827,29435,2022-10-29,Passed,Eat soon yes radio.,Non-compliant
49828,37030,2022-07-06,Passed,None,Compliant
49829,20496,2024-06-11,Failed,None,Compliant
49830,18629,2022-08-08,Passed,None,Non-compliant
49831,22734,2023-09-16,Failed,Send present model bring end.,Non-compliant
49832,39167,2024-01-12,Failed,None,Compliant
49833,10982,2023-07-21,Passed with minor issues,Staff tough after market final travel everything.,Non-compliant
49834,31507,2024-06-07,Failed,So change meet thousand event decision number.,Non-compliant
49835,8748,2024-03-30,Passed,Challenge compare region war.,Non-compliant
49836,26859,2023-12-14,Passed with minor issues,Before she suffer south level cover town.,Non-compliant
49837,27760,2023-03-26,Failed,None,Compliant
49838,28284,2021-09-16,Passed with minor issues,None,Compliant
49839,18765,2022-06-19,Failed,Right this nice eat.,Compliant
49840,6610,2022-12-11,Passed with minor issues,None,Compliant
49841,14078,2022-08-10,Failed,None,Compliant
49842,47088,2023-04-06,Failed,Fast big heart clearly around deal.,Non-compliant
49843,20414,2022-06-09,Failed,Industry lot possible everyone as ability institution.,Compliant
49844,23027,2021-12-09,Passed,Boy citizen fear man stand.,Non-compliant
49845,18551,2023-09-11,Failed,None,Compliant
49846,29831,2022-02-11,Passed,Him pull lose family.,Compliant
49847,7501,2022-03-23,Passed with minor issues,None,Compliant
49848,37091,2024-03-04,Passed with minor issues,None,Non-compliant
49849,10819,2023-01-10,Passed,Gun animal him.,Non-compliant
49850,42167,2023-03-07,Failed,None,Non-compliant
49851,38615,2023-12-03,Passed,None,Compliant
49852,44438,2023-12-09,Passed,None,Non-compliant
49853,15377,2024-04-08,Passed with minor issues,Art protect meet outside degree this huge ball.,Compliant
49854,392,2021-10-04,Passed,Money morning myself each lead matter city.,Compliant
49855,48462,2023-05-31,Failed,None,Non-compliant
49856,11037,2023-10-31,Passed with minor issues,Movie arrive play source fight.,Non-compliant
49857,25138,2024-01-10,Passed,None,Compliant
49858,7473,2023-01-02,Passed with minor issues,None,Compliant
49859,2482,2023-05-13,Failed,Federal few happen.,Compliant
49860,8173,2021-10-26,Passed with minor issues,None,Compliant
49861,40017,2022-04-01,Passed,Foot government let hair why player share.,Compliant
49862,39295,2023-04-23,Passed with minor issues,None,Non-compliant
49863,1488,2024-06-24,Passed,None,Non-compliant
49864,23609,2023-10-29,Passed,Growth day design fear watch very develop.,Non-compliant
49865,22175,2023-01-19,Failed,Return fire improve finally office game.,Non-compliant
49866,40420,2022-12-12,Failed,Part minute collection mission stuff huge.,Compliant
49867,8164,2023-05-16,Failed,None,Non-compliant
49868,40488,2023-01-31,Failed,They push design same bag finish history technology.,Compliant
49869,13651,2022-07-29,Failed,Film number more assume particular ten.,Non-compliant
49870,45093,2022-06-19,Failed,None,Non-compliant
49871,26538,2024-01-14,Failed,Camera ability air live.,Compliant
49872,44857,2021-10-21,Passed with minor issues,None,Compliant
49873,40049,2023-12-23,Passed with minor issues,Near finally country single recent.,Non-compliant
49874,10612,2023-10-21,Passed with minor issues,Issue everything church once professor amount later fear.,Compliant
49875,1073,2023-04-25,Passed with minor issues,We yourself former executive exactly under Mrs base.,Compliant
49876,30957,2023-02-26,Passed with minor issues,None,Compliant
49877,43286,2024-06-01,Failed,A customer president attention.,Compliant
49878,26331,2021-12-24,Passed with minor issues,Sit space skin beyond play article include.,Compliant
49879,16879,2024-04-04,Passed,Music present serve attention case would.,Non-compliant
49880,35146,2023-03-18,Passed with minor issues,None,Compliant
49881,25,2023-08-31,Passed,None,Non-compliant
49882,31897,2023-08-05,Passed,Newspaper last young without.,Compliant
49883,24205,2023-05-05,Passed,Able scientist herself check cup face.,Compliant
49884,2133,2024-05-16,Passed,Know with education soon discussion here allow skin.,Compliant
49885,36906,2024-07-18,Passed with minor issues,Large least treatment clearly boy decision which.,Non-compliant
49886,13756,2024-03-07,Passed with minor issues,Six part customer fund because.,Non-compliant
49887,42900,2023-07-04,Passed,West report major per someone just meeting.,Compliant
49888,27290,2024-05-07,Passed,None,Non-compliant
49889,48652,2024-08-09,Passed,None,Non-compliant
49890,2443,2021-10-23,Failed,None,Compliant
49891,20395,2023-04-12,Passed,Watch your between since evidence.,Compliant
49892,191,2022-12-20,Passed with minor issues,None,Compliant
49893,5597,2023-06-10,Failed,Power parent individual item.,Compliant
49894,19923,2023-08-13,Failed,Yeah expect first simple expect.,Compliant
49895,12659,2022-07-07,Passed,Score discuss but crime onto.,Compliant
49896,7515,2023-11-04,Passed with minor issues,Position ground least national understand rich father.,Compliant
49897,972,2022-11-29,Passed,Center top fire about garden.,Non-compliant
49898,8198,2023-02-19,Failed,Ago easy growth try message should some.,Non-compliant
49899,18892,2024-08-26,Failed,None,Compliant
49900,8024,2021-12-12,Passed with minor issues,Opportunity too hundred own top.,Non-compliant
49901,19542,2024-01-08,Passed,None,Compliant
49902,12504,2023-06-12,Passed,Firm cultural sit money firm.,Non-compliant
49903,20774,2022-09-15,Failed,Local approach serve cultural inside.,Compliant
49904,39419,2022-01-19,Passed,None,Non-compliant
49905,10308,2022-09-06,Failed,Team win foot Mr house improve second.,Compliant
49906,32927,2022-02-02,Failed,None,Compliant
49907,42196,2024-03-21,Failed,Can use language shake ahead again.,Non-compliant
49908,11782,2024-07-28,Failed,None,Non-compliant
49909,4915,2024-07-06,Failed,None,Non-compliant
49910,7302,2022-06-16,Failed,None,Compliant
49911,34979,2022-07-28,Passed,None,Non-compliant
49912,13243,2021-11-28,Passed,Music later everyone list place administration account.,Compliant
49913,48880,2022-08-31,Failed,Art court question.,Non-compliant
49914,47073,2023-09-17,Passed,None,Compliant
49915,3005,2021-12-15,Passed,None,Compliant
49916,9780,2022-05-25,Failed,None,Compliant
49917,11823,2021-11-09,Failed,Move town only world prepare town.,Non-compliant
49918,5685,2023-09-01,Failed,None,Non-compliant
49919,1188,2022-08-28,Passed with minor issues,Vote surface tend study his.,Non-compliant
49920,24619,2022-02-28,Passed with minor issues,Stand similar age around produce car.,Compliant
49921,34967,2024-03-28,Passed with minor issues,Develop among forward section.,Non-compliant
49922,37679,2022-10-06,Passed,Nearly do yeah job business green.,Non-compliant
49923,22716,2023-06-10,Passed with minor issues,None,Compliant
49924,9179,2024-05-24,Passed,Some modern center card bill agent physical.,Non-compliant
49925,3887,2023-05-27,Passed,Yourself use which create worry situation describe.,Compliant
49926,4936,2022-04-01,Failed,Citizen recent enjoy morning individual nice camera.,Non-compliant
49927,3669,2023-03-21,Passed,None,Non-compliant
49928,6879,2022-05-10,Passed with minor issues,None,Non-compliant
49929,22575,2023-02-10,Passed with minor issues,None,Compliant
49930,7916,2022-03-20,Passed with minor issues,Court improve may pass maintain require.,Non-compliant
49931,46935,2022-05-15,Passed with minor issues,None,Non-compliant
49932,24313,2022-06-27,Passed with minor issues,None,Non-compliant
49933,18617,2022-07-22,Failed,Rock remain style player like let easy.,Non-compliant
49934,44131,2023-04-25,Passed,None,Compliant
49935,7524,2022-01-19,Passed,None,Compliant
49936,45164,2023-04-09,Failed,Dinner during want require everything project hospital perform.,Compliant
49937,30312,2024-01-06,Passed with minor issues,Near run which recently.,Non-compliant
49938,19569,2024-08-15,Passed with minor issues,Manage themselves its trouble nor.,Non-compliant
49939,45261,2022-03-27,Failed,None,Non-compliant
49940,14596,2023-11-27,Passed with minor issues,Must yes tonight none own husband.,Compliant
49941,9972,2023-11-24,Passed,Wonder ago recognize win officer suddenly.,Compliant
49942,43648,2023-02-20,Passed,Less only body them north treat gun.,Non-compliant
49943,40881,2024-06-01,Failed,Help side draw no break.,Non-compliant
49944,30639,2021-12-27,Passed,None,Non-compliant
49945,29200,2023-10-25,Passed with minor issues,None,Compliant
49946,10135,2021-12-23,Passed,Crime call lead.,Non-compliant
49947,13435,2022-04-03,Failed,None,Compliant
49948,23776,2023-09-13,Failed,Our feel still concern model within campaign.,Non-compliant
49949,34176,2022-02-14,Failed,Possible price conference civil.,Compliant
49950,43900,2024-07-12,Passed,None,Compliant
49951,19895,2022-10-25,Passed with minor issues,Somebody ready family one ability.,Compliant
49952,41932,2024-02-14,Failed,Only pattern discussion recently force represent.,Non-compliant
49953,19068,2023-04-15,Passed with minor issues,None,Non-compliant
49954,10850,2024-09-03,Passed,None,Compliant
49955,34473,2024-05-10,Passed with minor issues,Look enough high during every.,Compliant
49956,29626,2023-01-22,Failed,None,Compliant
49957,9283,2024-02-11,Passed,None,Non-compliant
49958,37156,2021-10-16,Passed with minor issues,Body these ever wonder adult.,Non-compliant
49959,43364,2023-07-03,Failed,None,Compliant
49960,31893,2022-08-07,Passed,Write certain money recent over spring actually mind.,Non-compliant
